Name,Price,Category,Link,Image,Description
Creatine Monohydrate Powder,£15.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-whey-protein/10530943.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530943-1224889444460882.jpg,"Nutritional information may vary depending on flavour. What is Impact Whey Protein? Premium whey packed with 21g of protein per serving, for the everyday protein you need from a quality source. And where does this whey come from? The same cows that produce your milk and cheese — simply filtered, evaporated, and spray-dried to produce all-natural nutritionals. Ranked Grade A by independent tester Labdoor for both quality and value, Impact Whey Protein is officially certified as one of the best protein powders on the market. Get yours in over 40 flavours, with delicious favourites including Chocolate, Vanilla, and Strawberry Cream. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact Whey Protein is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
Clear Whey Isolate,£22.74,Best Sellers,https://www.myprotein.com/sports-nutrition/creatine-monohydrate-powder/10530050.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10530050-9574620647469231.jpg,"Our convenient creatine monohydrate powder is great for all your fitness goals. What is Creatine? A popular ingredient in many all-in-one sports supplements, creatine increases your body’s ability to produce energy quickly. Creatine already exists in small amounts in our bodies naturally, but lots of people take it as a supplement to boost their performance in the gym.1 What is Creatine Monohydrate? One of the most highly researched forms of creatine in the world — our hard-hitting creatine monohydrate powder is scientifically proven to increase physical performance, by improving overall power."
Impact Whey Isolate,£30.99,Best Sellers,https://www.myprotein.com/sports-nutrition/creatine-monohydrate-powder/10530050.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10530050-9574620647469231.jpg,"Our convenient creatine monohydrate powder is great for all your fitness goals. What is Creatine? A popular ingredient in many all-in-one sports supplements, creatine increases your body’s ability to produce energy quickly. Creatine already exists in small amounts in our bodies naturally, but lots of people take it as a supplement to boost their performance in the gym.1 What is Creatine Monohydrate? One of the most highly researched forms of creatine in the world — our hard-hitting creatine monohydrate powder is scientifically proven to increase physical performance, by improving overall power."
Impact Diet Whey,£10.99,Best Sellers,https://www.myprotein.com/sports-nutrition/clear-whey-isolate/12081395.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12457911-2014790136736620.jpg,"Winner of the ''Best Protein Powder/Shake’' in the European Specialist Sports Nutrition Awards 2022. Clear Whey Isolate is not just another protein shake. We’ve taken high-quality hydrolysed whey protein isolate and created a light and refreshing alternative — that’s more like juice than a milky protein shake. And, it tastes great too, with many flavours to choose from including Bitter Lemon, Orange Mango, Peach Tea, Mojito, and Rainbow Candy. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Clear Whey Isolate is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
Layered Protein Bar,£16.99,Best Sellers,https://www.myprotein.com/sports-nutrition/clear-whey-isolate/12081395.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12457911-2014790136736620.jpg,"Winner of the ''Best Protein Powder/Shake’' in the European Specialist Sports Nutrition Awards 2022. Clear Whey Isolate is not just another protein shake. We’ve taken high-quality hydrolysed whey protein isolate and created a light and refreshing alternative — that’s more like juice than a milky protein shake. And, it tastes great too, with many flavours to choose from including Bitter Lemon, Orange Mango, Peach Tea, Mojito, and Rainbow Candy. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Clear Whey Isolate is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
Impact Weight Gainer,£19.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-whey-isolate/10530911.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530911-5884889444360331.jpg,"Nutritional information may vary depending on flavour. Packed with 23g of protein per serving, this superior-quality blend is ideal to provide your muscles with the protein they need for growth and maintenance, so that you can keep making progress with your fitness goals. What is Whey Protein Isolate? Whey isolate is a form of protein that’s been highly refined for purity — resulting in a high protein content, with low sugar and zero fat. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact Whey Isolate is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
MP Women's Tempo Tonal Seamless Leggings - Black,£6.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-whey-isolate/10530911.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530911-5884889444360331.jpg,"Nutritional information may vary depending on flavour. Packed with 23g of protein per serving, this superior-quality blend is ideal to provide your muscles with the protein they need for growth and maintenance, so that you can keep making progress with your fitness goals. What is Whey Protein Isolate? Whey isolate is a form of protein that’s been highly refined for purity — resulting in a high protein content, with low sugar and zero fat. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact Whey Isolate is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
Ashwagandha KSM66 Capsules,£18.49,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-diet-whey/10530657.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530657-1444924184327073.jpg,"Nutritional information may vary depending on flavour. A delicious shake that delivers 39g of protein per serving, along with other ingredients specifically chosen to support your weight-loss programme. What is Impact Diet Whey Protein? Impact Diet Whey is a whey protein powder that has been specially developed to provide a boost of protein without unnecessary carbs.   We’ve also added a range of specific ingredients to support your dietary plan. What’s more, this protein shake is also great for vegetarians, so you can enjoy the benefits of Impact Diet Whey whatever your lifestyle. What does Impact Diet Whey do? Impact Diet Whey is an excellent source of protein to be consumed as part of a healthy and active lifestyle during your weight loss journey. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Creapure® Chewable Creatine Tablets,£7.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-diet-whey/10530657.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530657-1444924184327073.jpg,"Nutritional information may vary depending on flavour. A delicious shake that delivers 39g of protein per serving, along with other ingredients specifically chosen to support your weight-loss programme. What is Impact Diet Whey Protein? Impact Diet Whey is a whey protein powder that has been specially developed to provide a boost of protein without unnecessary carbs.   We’ve also added a range of specific ingredients to support your dietary plan. What’s more, this protein shake is also great for vegetarians, so you can enjoy the benefits of Impact Diet Whey whatever your lifestyle. What does Impact Diet Whey do? Impact Diet Whey is an excellent source of protein to be consumed as part of a healthy and active lifestyle during your weight loss journey. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Protein Pancake Mix,£5.99,Best Sellers,https://www.myprotein.com/sports-nutrition/layered-protein-bar/12116519.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13661766-1865003441079537.jpg,"Our Layered Protein Bar is our most indulgent protein bar yet, created to be a guilt-free and delicious snack to support your fitness ambitions. Are you a layered bar enthusiast or completely new to our snacking game? We have four brand new flavours for you to try out including Vanilla Birthday Cake, Chocolate Peanut Pretzel, Cookie Crunch and Triple Chocolate Fudge. What is the Layered Protein Bar? Our Layered Protein Bar features six irresistible layers of taste and texture to provide a hit of protein, carbohydrates, and fibre all in a delicious and convenient bar. Packed with over 20g of protein, these mouth-watering treats are the ideal way to upgrade your healthy snacking."
Flavdrops™,£7.49,Best Sellers,https://www.myprotein.com/sports-nutrition/layered-protein-bar/12116519.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13661766-1865003441079537.jpg,"Our Layered Protein Bar is our most indulgent protein bar yet, created to be a guilt-free and delicious snack to support your fitness ambitions. Are you a layered bar enthusiast or completely new to our snacking game? We have four brand new flavours for you to try out including Vanilla Birthday Cake, Chocolate Peanut Pretzel, Cookie Crunch and Triple Chocolate Fudge. What is the Layered Protein Bar? Our Layered Protein Bar features six irresistible layers of taste and texture to provide a hit of protein, carbohydrates, and fibre all in a delicious and convenient bar. Packed with over 20g of protein, these mouth-watering treats are the ideal way to upgrade your healthy snacking."
Alpha Pre-Workout,£8.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-weight-gainer/10529988.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529988-1034951863070437.jpg,"Nutritional information may vary depending on flavour. What is a weight gainer? If you’re looking to gain weight, build strength, or increase size then you’re going to have to consume more calories than you burn throughout the day — known as a calorie surplus. And, although that sounds really simple, eating the wrong types of foods can lead to an increase in body fat, which isn’t ideal. To gain muscle you must combine a calorie surplus, with high-quality protein sources — which contribute to the growth and maintenance of muscle mass1 — and a well thought-out strength training plan. We know that getting your nutrition right, when leading an active lifestyle, can be difficult — and that’s where we come in. Our weight-gainer supplements combine high-quality ingredients with ultimate convenience, delivering the fuel you need, wherever you are. What is Impact Weight Gainer? This beast of a supplement boasts 31g of protein, a staggering 50g of carbs, and a massive total of 388 calories per serving, setting you up to achieve those all-important gains1 — all while boosting your recovery2 after those high-intensity workouts. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Essential Omega-3,£9.99,Best Sellers,https://www.myprotein.com/sports-nutrition/impact-weight-gainer/10529988.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529988-1034951863070437.jpg,"Nutritional information may vary depending on flavour. What is a weight gainer? If you’re looking to gain weight, build strength, or increase size then you’re going to have to consume more calories than you burn throughout the day — known as a calorie surplus. And, although that sounds really simple, eating the wrong types of foods can lead to an increase in body fat, which isn’t ideal. To gain muscle you must combine a calorie surplus, with high-quality protein sources — which contribute to the growth and maintenance of muscle mass1 — and a well thought-out strength training plan. We know that getting your nutrition right, when leading an active lifestyle, can be difficult — and that’s where we come in. Our weight-gainer supplements combine high-quality ingredients with ultimate convenience, delivering the fuel you need, wherever you are. What is Impact Weight Gainer? This beast of a supplement boasts 31g of protein, a staggering 50g of carbs, and a massive total of 388 calories per serving, setting you up to achieve those all-important gains1 — all while boosting your recovery2 after those high-intensity workouts. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
MP Men's Rest Day Short Sleeve T-Shirt - Black,£3.99,Best Sellers,https://www.myprotein.com/sports-clothing/mp-women-s-tempo-tonal-seamless-leggings-black/13827809.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13827809-8875009221131978.jpg,Train in comfort with the supportive and flattering high waist these leggings are designed with. A training staple which made with sweat wicking and contouring fabric.
Protein Wafer,£2.99,Best Sellers,https://www.myprotein.com/sports-clothing/mp-women-s-tempo-tonal-seamless-leggings-black/13827809.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13827809-8875009221131978.jpg,Train in comfort with the supportive and flattering high waist these leggings are designed with. A training staple which made with sweat wicking and contouring fabric.
Multivitamin Gummies,£24.99,Best Sellers,https://www.myprotein.com/sports-nutrition/ashwagandha-ksm66-capsules/12335319.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12335319-1224838897931732.jpg,"Ashwagandha, also known as Indian Ginseng or Winter Cherry, is a traditional herb that’s native to India and commonly used in ayurvedic medicine. The ashwagandha plant is a small shrub and member of the Nightshade family, that’s been used for thousands of years, but has seen a huge rise in popularity in recent years — with increasingly more research published every year into the benefits of the traditional herb."
Vegan Protein Blend,£4.99,Best Sellers,https://www.myprotein.com/sports-nutrition/ashwagandha-ksm66-capsules/12335319.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12335319-1224838897931732.jpg,"Ashwagandha, also known as Indian Ginseng or Winter Cherry, is a traditional herb that’s native to India and commonly used in ayurvedic medicine. The ashwagandha plant is a small shrub and member of the Nightshade family, that’s been used for thousands of years, but has seen a huge rise in popularity in recent years — with increasingly more research published every year into the benefits of the traditional herb."
Zinc & Magnesium Capsules,£7.99,Best Sellers,https://www.myprotein.com/sports-nutrition/creapure-chewable-creatine-tablets/10881735.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10881735-7594620654378423.jpg,"Creapure® creatine is the perfect boost to improve your results,1 whatever your training goals. Whether you’re hitting the weights or trying to cycle faster, our chewable tablets are packed with the creatine your body needs to increase performance.1"
MP Women's Power Mesh Slim Fit Jacket – Black,£14.99,Best Sellers,https://www.myprotein.com/sports-nutrition/creapure-chewable-creatine-tablets/10881735.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10881735-7594620654378423.jpg,"Creapure® creatine is the perfect boost to improve your results,1 whatever your training goals. Whether you’re hitting the weights or trying to cycle faster, our chewable tablets are packed with the creatine your body needs to increase performance.1"
Crispy Layered Protein Bar,£16.99,Best Sellers,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Clear Vegan Protein,£46.99,Best Sellers,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Collagen Capsules,£24.99,Best Sellers,https://www.myprotein.com/sports-nutrition/flavdrops/10530471.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530473-1974851088629264.jpg,"Nutritional information may vary depending on flavour. What are FlavDrops™? Cutting fat and sugar from your diet doesn’t have to mean your meals are bland and boring. Our unique FlavDrops™ let you flavour food and drinks without taking on extra calories. Get yours in over 15 flavours, with delicious favourites including Toffee, White Chocolate, and Vanilla."
Protein Brownie,£6.99,Best Sellers,https://www.myprotein.com/sports-nutrition/flavdrops/10530471.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530473-1974851088629264.jpg,"Nutritional information may vary depending on flavour. What are FlavDrops™? Cutting fat and sugar from your diet doesn’t have to mean your meals are bland and boring. Our unique FlavDrops™ let you flavour food and drinks without taking on extra calories. Get yours in over 15 flavours, with delicious favourites including Toffee, White Chocolate, and Vanilla."
All-Natural Peanut Butter,£44.99,Best Sellers,https://www.myprotein.com/sports-nutrition/alpha-pre-workout/12941037.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12941041-5364888103955603.jpg,"It’s time to give your body that extra boost before you even step foot in the gym. Our Alpha Pre-Workout is your new secret weapon. Our hard-hitting no-nonsense formula is packed with key pre-workout ingredients, including citrulline malate, beta alanine, and caffeine to take your training to the next level1. Start maximising your workout before you even walk through the door."
Impact Protein Bar,£5.99,Best Sellers,https://www.myprotein.com/sports-nutrition/alpha-pre-workout/12941037.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12941041-5364888103955603.jpg,"It’s time to give your body that extra boost before you even step foot in the gym. Our Alpha Pre-Workout is your new secret weapon. Our hard-hitting no-nonsense formula is packed with key pre-workout ingredients, including citrulline malate, beta alanine, and caffeine to take your training to the next level1. Start maximising your workout before you even walk through the door."
Flavdrops™,£5.99,Flavouring Sweeteners,https://www.myprotein.com/sports-nutrition/flavdrops/10530471.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530473-1974851088629264.jpg,"Nutritional information may vary depending on flavour. What are FlavDrops™? Cutting fat and sugar from your diet doesn’t have to mean your meals are bland and boring. Our unique FlavDrops™ let you flavour food and drinks without taking on extra calories. Get yours in over 15 flavours, with delicious favourites including Toffee, White Chocolate, and Vanilla."
All-Natural Peanut Butter,£7.99,Nut Butters,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Nuts Mix,£5.99,Under 100 Calorie Snacks,https://www.myprotein.com/sports-nutrition/nuts-mix/12484230.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12484231-2444795638406434.jpg,"Delivering the best combination of nuts and edamame beans nature has to offer, our Nuts Mix is a deliciously savoury snack that provides great nutritionals — without compromising on taste or quality. Packed with flavour, take your pick of our three delicious favourites Salt & Black Pepper, Chilli & Lime, or BBQ, making it the perfect snack when hunger strikes."
Protein Pancake Mix,£7.99,Weight Management Protein Snacks,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Flavdrops™,£5.99,Weight Management Protein Snacks,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Protein Wafer,£6.99,Weight Management Protein Snacks,https://www.myprotein.com/sports-nutrition/flavdrops/10530471.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530473-1974851088629264.jpg,"Nutritional information may vary depending on flavour. What are FlavDrops™? Cutting fat and sugar from your diet doesn’t have to mean your meals are bland and boring. Our unique FlavDrops™ let you flavour food and drinks without taking on extra calories. Get yours in over 15 flavours, with delicious favourites including Toffee, White Chocolate, and Vanilla."
Protein Cookie,£22.99,Weight Management Protein Snacks,https://www.myprotein.com/sports-nutrition/flavdrops/10530471.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530473-1974851088629264.jpg,"Nutritional information may vary depending on flavour. What are FlavDrops™? Cutting fat and sugar from your diet doesn’t have to mean your meals are bland and boring. Our unique FlavDrops™ let you flavour food and drinks without taking on extra calories. Get yours in over 15 flavours, with delicious favourites including Toffee, White Chocolate, and Vanilla."
MP Women's Tempo Rib Seamless Shorts - Black,£10.99,Women's Gym Shorts,https://www.myprotein.com/sports-clothing/mp-women-s-tempo-rib-seamless-shorts-black/14021549.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/14021549-1195056651412253.jpg,"Made with a supportive waistband and squat-proof fabric, these shorts are here to take your workout to the next level. Movement is natural and unrestricted, supporting you through any kind of workout."
Myprotein Shaker Bottle,£43.99,Protein Shakers & Water Bottles,https://www.myprotein.com/protein-accessories/myprotein-shaker-bottle/10485098.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/10485098-1274807490207295.jpg,"Our shaker helps to keep you hydrated throughout the day, and the blending ball has been designed to give you a smooth shake whatever supplement you’re mixing. It’s an essential for your gym bag to stay fuelled, wherever you are."
Clear Whey Protein Drink (6 Pack),£22.74,Protein Drinks,https://www.myprotein.com/sports-nutrition/clear-whey-protein-drink-6-pack/13119648.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13119649-1284991823432654.jpg,"Our super-convenient, Clear Whey Protein Drink is a refreshingly tasty way to boost your protein intake while you're on the go. We've taken high-quality whey protein isolate and created a light and refreshing alternative which tastes more like a juice than a traditional milky protein shake. Deliciously fruity and packed with 20g of protein, our Clear Whey Protein Drink is the perfect addition to a healthy and active lifestyle. With zero sugar, zero fat and just 81 calories per bottle, this is the ultimate on-the-go drink to help boost your protein intake without the unwanted extras."
Sparkling Energy Drink,£24.99,Protein Drinks,https://www.myprotein.com/sports-nutrition/clear-whey-protein-drink-6-pack/13119648.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13119649-1284991823432654.jpg,"Our super-convenient, Clear Whey Protein Drink is a refreshingly tasty way to boost your protein intake while you're on the go. We've taken high-quality whey protein isolate and created a light and refreshing alternative which tastes more like a juice than a traditional milky protein shake. Deliciously fruity and packed with 20g of protein, our Clear Whey Protein Drink is the perfect addition to a healthy and active lifestyle. With zero sugar, zero fat and just 81 calories per bottle, this is the ultimate on-the-go drink to help boost your protein intake without the unwanted extras."
MP Canvas Tote Bag - Black,£8.00,Gym Accessories,https://www.myprotein.com/sports-clothing/mp-canvas-tote-bag-black/13149554.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13149554-1704956561425736.jpg,"Our tote bag is total must have! Carry your belongings in style whenever, wherever."
Nuts Mix,£7.99,"Dried Fruit, Nuts & Snacks",https://www.myprotein.com/sports-nutrition/nuts-mix/12484230.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12484231-2444795638406434.jpg,"Delivering the best combination of nuts and edamame beans nature has to offer, our Nuts Mix is a deliciously savoury snack that provides great nutritionals — without compromising on taste or quality. Packed with flavour, take your pick of our three delicious favourites Salt & Black Pepper, Chilli & Lime, or BBQ, making it the perfect snack when hunger strikes."
MP Seamless Knee Sleeve (Single) - Black,£8.00,Gym Training & Weightlifting Equipment,https://www.myprotein.com/sports-clothing/mp-seamless-knee-sleeve-single-black/13844076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13844076-2005002171401813.jpg,Tight and secure yet no restricting! This seamless knee sleeve is perfect for added support during your training.
MYPRO Hand Wraps - Black,£20.99,Gym Training & Weightlifting Equipment,https://www.myprotein.com/sports-clothing/mp-seamless-knee-sleeve-single-black/13844076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13844076-2005002171401813.jpg,Tight and secure yet no restricting! This seamless knee sleeve is perfect for added support during your training.
MP Canvas Tote Bag - Black,£8.00,Gym Accessories,https://www.myprotein.com/sports-clothing/mp-canvas-tote-bag-black/13149554.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13149554-1704956561425736.jpg,"Our tote bag is total must have! Carry your belongings in style whenever, wherever."
All-Natural Peanut Butter,£7.99,Vegan Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Vegan Protein Crisps,£9.99,Vegan Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Protein Pancake Mix,£7.99,"Bars, Drinks & Snacks",https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Vegan Baked Cookie,£14.99,"Bars, Drinks & Snacks",https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Impact Protein Bar,£16.99,"Bars, Drinks & Snacks",https://www.myprotein.com/sports-nutrition/vegan-baked-cookie/11775775.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11775775-1714749683664792.jpg,"The perfect plant-based treat to support your workout goals,1 these cookies are baked with quality ingredients — including coconut oil, pea protein, and a sprinkling of dark chocolate chunks. Discover more from our Myvegan range here."
Protein Popcorn,£5.99,"Bars, Drinks & Snacks",https://www.myprotein.com/sports-nutrition/vegan-baked-cookie/11775775.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11775775-1714749683664792.jpg,"The perfect plant-based treat to support your workout goals,1 these cookies are baked with quality ingredients — including coconut oil, pea protein, and a sprinkling of dark chocolate chunks. Discover more from our Myvegan range here."
Layered Protein Bar,£7.99,"Bars, Drinks & Snacks",https://www.myprotein.com/sports-nutrition/impact-protein-bar/13103437.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13308978-2084937164656498.jpg,"Winner of the 'Best Protein Bar' in the European Specialist Sports Nutrition Awards 2022. Introducing our tastiest protein bar ever. Yes, really! But don’t just take our word for it. Our Impact Protein Bars are a triple-layered delight. With a soft and chewy low sugar caramel core, that’s topped with the crunchiest crispies, and coated in indulgent chocolate – they’re perfect for satisfying sweet tooth cravings, whenever hunger strikes. Packed with 20g of protein, we've got your nutritional's covered. So all you’ve got to think about is which flavour you’re going to try first. With a range of delicious flavours, the hardest part is picking which is your favourite."
All-Natural Peanut Butter,£7.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Protein Cookie,£16.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Layered Protein Bar,£14.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/protein-cookie/10530674.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10637004-6104909074432234.jpg,"Nutritional information may vary depending on flavour. The ultimate high-protein treat, we’ve pulled out all the stops to create an irresistible cookie that delivers 38g of protein and comes in seven indulgent flavours — including Double Chocolate and Rocky Road. What is a Protein Cookie?  These high-protein cookies are a delicious snack to support your training routine, as protein helps to grow and maintain important muscle. They’re great to satisfy your cravings on the go — whether you enjoy them at work with a morning coffee, or straight after a training session."
