Name,Price,Category,Link,Image,Description
Recovery Gel Elite,£44.99,Post Workout,https://www.myprotein.com/sports-nutrition/impact-weight-gainer/10529988.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529988-1034951863070437.jpg,"Nutritional information may vary depending on flavour. What is a weight gainer? If you’re looking to gain weight, build strength, or increase size then you’re going to have to consume more calories than you burn throughout the day — known as a calorie surplus. And, although that sounds really simple, eating the wrong types of foods can lead to an increase in body fat, which isn’t ideal. To gain muscle you must combine a calorie surplus, with high-quality protein sources — which contribute to the growth and maintenance of muscle mass1 — and a well thought-out strength training plan. We know that getting your nutrition right, when leading an active lifestyle, can be difficult — and that’s where we come in. Our weight-gainer supplements combine high-quality ingredients with ultimate convenience, delivering the fuel you need, wherever you are. What is Impact Weight Gainer? This beast of a supplement boasts 31g of protein, a staggering 50g of carbs, and a massive total of 388 calories per serving, setting you up to achieve those all-important gains1 — all while boosting your recovery2 after those high-intensity workouts. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Advanced Weight Gainer,£10.99,Post Workout,https://www.myprotein.com/sports-nutrition/recovery-gel-elite/11214831.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/11214832-1254620842271996.jpg,"Nutritional information may vary depending on flavour. Created for convenient recovery,2 this refuelling formula combines protein and carbohydrates with BCAAs and glutamine for an all-in-one recovery gel designed to support your body, and repair your muscles post-workout.1 Batch tested by Informed-Sport, our Recovery Gel has been tested for naturally occurring banned substances by LGC's world-class sports lab in line with the World Anti-Doping Agency (WADA) guidelines, and is officially safe for professional athletes of all levels. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Protein Gel - 12 Pack,£24.99,Post Workout,https://www.myprotein.com/sports-nutrition/recovery-gel-elite/11214831.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/11214832-1254620842271996.jpg,"Nutritional information may vary depending on flavour. Created for convenient recovery,2 this refuelling formula combines protein and carbohydrates with BCAAs and glutamine for an all-in-one recovery gel designed to support your body, and repair your muscles post-workout.1 Batch tested by Informed-Sport, our Recovery Gel has been tested for naturally occurring banned substances by LGC's world-class sports lab in line with the World Anti-Doping Agency (WADA) guidelines, and is officially safe for professional athletes of all levels. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Impact Diet Whey,£46.99,Post Workout,https://www.myprotein.com/sports-nutrition/advanced-weight-gainer/10615587.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10615587-1604913048828742.jpg,"Nutritional information may vary depending on flavour. What is the Advanced Weight Gainer? Our Advanced Weight Gainer has been created specifically to support your bulk-up ambitions, with a huge 35g of protein per serving — perfect for building and maintaining muscle.1 The Advanced Weight Gainer also boasts a staggering 62g of carbs in every serving, giving you an excellent source of energy for your training, as well as supporting your post-workout recovery.2 This all-in-one protein shake features additional ingredients to help fuel your training — including vitamins, minerals, and amino acids. Our Advanced Weight Gainer also contains creatine monohydrate, which is proven to increased physical performance,3 so that you can push for progress in each and every session."
Overnight Recovery Blend,£76.99,Post Workout,https://www.myprotein.com/sports-nutrition/advanced-weight-gainer/10615587.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10615587-1604913048828742.jpg,"Nutritional information may vary depending on flavour. What is the Advanced Weight Gainer? Our Advanced Weight Gainer has been created specifically to support your bulk-up ambitions, with a huge 35g of protein per serving — perfect for building and maintaining muscle.1 The Advanced Weight Gainer also boasts a staggering 62g of carbs in every serving, giving you an excellent source of energy for your training, as well as supporting your post-workout recovery.2 This all-in-one protein shake features additional ingredients to help fuel your training — including vitamins, minerals, and amino acids. Our Advanced Weight Gainer also contains creatine monohydrate, which is proven to increased physical performance,3 so that you can push for progress in each and every session."
THE Whey™,£34.99,Post Workout,https://www.myprotein.com/sports-nutrition/protein-gel-12-pack/11214836.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/11214837-7004670427919947.jpg,"Nutritional information may vary depending on flavour. Created for ultimate convenience, our creamy, yoghurt-like Protein Gel is designed to support and maximise any fitness goal — it’s packed with 20g of protein, helping you to grow and maintain muscle.1 Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Clear Whey Protein Drink (6 Pack),£22.74,Protein Drinks,https://www.myprotein.com/sports-nutrition/clear-whey-protein-drink-6-pack/13119648.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13119649-1284991823432654.jpg,"Our super-convenient, Clear Whey Protein Drink is a refreshingly tasty way to boost your protein intake while you're on the go. We've taken high-quality whey protein isolate and created a light and refreshing alternative which tastes more like a juice than a traditional milky protein shake. Deliciously fruity and packed with 20g of protein, our Clear Whey Protein Drink is the perfect addition to a healthy and active lifestyle. With zero sugar, zero fat and just 81 calories per bottle, this is the ultimate on-the-go drink to help boost your protein intake without the unwanted extras."
Sparkling Energy Drink,£24.99,Protein Drinks,https://www.myprotein.com/sports-nutrition/clear-whey-protein-drink-6-pack/13119648.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13119649-1284991823432654.jpg,"Our super-convenient, Clear Whey Protein Drink is a refreshingly tasty way to boost your protein intake while you're on the go. We've taken high-quality whey protein isolate and created a light and refreshing alternative which tastes more like a juice than a traditional milky protein shake. Deliciously fruity and packed with 20g of protein, our Clear Whey Protein Drink is the perfect addition to a healthy and active lifestyle. With zero sugar, zero fat and just 81 calories per bottle, this is the ultimate on-the-go drink to help boost your protein intake without the unwanted extras."
Pre-Workout Gummies,£16.99,Pre Workout,https://www.myprotein.com/sports-nutrition/pre-workout-gummies/12899623.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899623-1724933720789851.jpg,It’s time to say goodbye to powders and shakers. A new generation of pre-workouts is here. Our great-tasting Pre-Workout Gummies are a simple way to get you prepped physically and mentally for every workout. With our Pre-Workout Gummies you’re in control. Tailor your dose to your workouts and decide how many gummies you need to succeed.
Caffeine Gummies,£31.99,Pre Workout,https://www.myprotein.com/sports-nutrition/pre-workout-gummies/12899623.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899623-1724933720789851.jpg,It’s time to say goodbye to powders and shakers. A new generation of pre-workouts is here. Our great-tasting Pre-Workout Gummies are a simple way to get you prepped physically and mentally for every workout. With our Pre-Workout Gummies you’re in control. Tailor your dose to your workouts and decide how many gummies you need to succeed.
Pre-Workout Blend,£19.99,Pre Workout,https://www.myprotein.com/sports-nutrition/caffeine-gummies/13642265.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13642265-5064973680287000.jpg,"Need a quick and convenient pick-me-up? Whether you’re hitting the gym or just need that extra afternoon lift, our great-tasting Caffeine Gummies will give you the support you need when you’re feeling slightly sluggish.  Caffeine Gummies are the tastiest way to boost your day and get you in the zone, with added Pantothenic Acid to help with mental performance and the reduction of tiredness and fatigue  —and you can now enjoy on-the-go in this delicious Blue Raspberry flavour.  Each delicious four-gummy serving provides 160mg of caffeine and essential B vitamins."
100% Gluten-Free Instant Oats,£4.99,Carbohydrate Supplements,https://www.myprotein.com/sports-nutrition/100-gluten-free-instant-oats/11247301.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/11247301-1374704564777135.jpg,"Our 100% Gluten-Free Instant Oats are a great form of complex carbohydrates. The oats come as an ultra-fine powder and make breakfast super-simple and nutritious, as they provide a blend of carbs and protein, which is key for optimal recovery1,2 — ideal whatever your fitness goals."
100% Dextrose Glucose Carbs,£22.99,Carbohydrate Supplements,https://www.myprotein.com/sports-nutrition/100-gluten-free-instant-oats/11247301.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/11247301-1374704564777135.jpg,"Our 100% Gluten-Free Instant Oats are a great form of complex carbohydrates. The oats come as an ultra-fine powder and make breakfast super-simple and nutritious, as they provide a blend of carbs and protein, which is key for optimal recovery1,2 — ideal whatever your fitness goals."
100% Cyclic-Dextrin Carbs,£4.99,Carbohydrate Supplements,https://www.myprotein.com/sports-nutrition/100-dextrose-glucose-carbs/10530118.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530118-1204889443334865.jpg,"Nutritional information may vary depending on flavour.Carbohydrates are a key source of energy for your body, making our 100% Dextrose Glucose Carbs a great powder to help you stay topped up and ready to achieve your training goals.What is 100% Dextrose Glucose Carbs?100% Dextrose Glucose Carbs is entirely made up of dextrose powder. Dextrose, also known as a glucose or corn sugar, is a sweet-tasting carbohydrate — ideal for recovering after an intense workout.1"
Recovery Gel Elite,£10.99,Carbohydrate Supplements,https://www.myprotein.com/sports-nutrition/100-dextrose-glucose-carbs/10530118.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530118-1204889443334865.jpg,"Nutritional information may vary depending on flavour.Carbohydrates are a key source of energy for your body, making our 100% Dextrose Glucose Carbs a great powder to help you stay topped up and ready to achieve your training goals.What is 100% Dextrose Glucose Carbs?100% Dextrose Glucose Carbs is entirely made up of dextrose powder. Dextrose, also known as a glucose or corn sugar, is a sweet-tasting carbohydrate — ideal for recovering after an intense workout.1"
Breakfast Smoothie,£3.99,Carbohydrate Supplements,https://www.myprotein.com/sports-nutrition/100-cyclic-dextrin-carbs/11281390.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11281390-6884889474518566.jpg,"Nutritional information may vary depending on flavour. Carbohydrates are a key source of energy for your body, making our 100% Cyclic-Dextrin Carbs ideal for keeping you topped up and ready to achieve your training goals. What are Cyclic-Dextrin Carbs?  Highly-branched cyclic-dextrin carbs are a soluble form of carbohydrate that’s perfect pre- and post-workout — powering your training and refuelling you after.1 Carbs also help to support the recovery of your muscles after exercise, making our 100% Cyclic-Dextrin Carbs a popular post-workout supplement.1"
Impact EAA,£29.99,Intra Workout,https://www.myprotein.com/sports-nutrition/impact-eaa/11985042.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11985042-1774889446055574.jpg,"What is Impact EAA? Our Impact EAA offers a superior blend of all nine essential amino acids, with zero calories and zero sugar, * so that you can get the amino acids you need without derailing your training. Featuring the same essential amino acid profile as our Impact Whey Protein, but with faster amino acid absorption rate,1 and a 4:1:1 ratio of the BCAAs, leucine, isoleucine, and valine. This premium amino-acid supplement is set to become your favourite gym partner. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact EAA is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here. What are amino acids? Amino acids are the building blocks of protein, which helps to grow and maintain muscle mass.2 This is a great support for all fitness goals, as maintaining your muscles is super-important to progress — whether you are looking to bulk up or slim down. What are essential amino acids? Essential amino acids can be defined as amino acids that your body needs, but can’t produce itself. There are nine different essential amino acids in total, these include: histidine, isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine. All nine essential amino acids have to be obtained through your diet, with the most common sources being meat, poultry, and eggs. This can make it challenging for those following a plant-based lifestyle to get enough of these amino acids from their food alone."
Essential BCAA 2:1:1 Powder,£24.99,Intra Workout,https://www.myprotein.com/sports-nutrition/impact-eaa/11985042.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11985042-1774889446055574.jpg,"What is Impact EAA? Our Impact EAA offers a superior blend of all nine essential amino acids, with zero calories and zero sugar, * so that you can get the amino acids you need without derailing your training. Featuring the same essential amino acid profile as our Impact Whey Protein, but with faster amino acid absorption rate,1 and a 4:1:1 ratio of the BCAAs, leucine, isoleucine, and valine. This premium amino-acid supplement is set to become your favourite gym partner. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact EAA is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here. What are amino acids? Amino acids are the building blocks of protein, which helps to grow and maintain muscle mass.2 This is a great support for all fitness goals, as maintaining your muscles is super-important to progress — whether you are looking to bulk up or slim down. What are essential amino acids? Essential amino acids can be defined as amino acids that your body needs, but can’t produce itself. There are nine different essential amino acids in total, these include: histidine, isoleucine, leucine, lysine, methionine, phenylalanine, threonine, tryptophan, and valine. All nine essential amino acids have to be obtained through your diet, with the most common sources being meat, poultry, and eggs. This can make it challenging for those following a plant-based lifestyle to get enough of these amino acids from their food alone."
100% Cyclic-Dextrin Carbs,£27.99,Intra Workout,https://www.myprotein.com/sports-nutrition/essential-bcaa-2-1-1-powder/10529280.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529280-2114889446264698.jpg,"Nutritional information may vary depending on flavour. An everyday blend of the essential amino acids — leucine, isoleucine, and valine, these naturally occur in protein, which helps to build and repair new muscle1 — making sure your body’s prepared to tackle your next training session. Get yours in over 15 flavours, with delicious favourites including Blue Raspberry and Watermelon."
Essential BCAA 4:1:1 Powder,£4.99,Intra Workout,https://www.myprotein.com/sports-nutrition/essential-bcaa-2-1-1-powder/10529280.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529280-2114889446264698.jpg,"Nutritional information may vary depending on flavour. An everyday blend of the essential amino acids — leucine, isoleucine, and valine, these naturally occur in protein, which helps to build and repair new muscle1 — making sure your body’s prepared to tackle your next training session. Get yours in over 15 flavours, with delicious favourites including Blue Raspberry and Watermelon."
100% Maltodextrin Carbs,£4.99,Intra Workout,https://www.myprotein.com/sports-nutrition/100-cyclic-dextrin-carbs/11281390.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11281390-6884889474518566.jpg,"Nutritional information may vary depending on flavour. Carbohydrates are a key source of energy for your body, making our 100% Cyclic-Dextrin Carbs ideal for keeping you topped up and ready to achieve your training goals. What are Cyclic-Dextrin Carbs?  Highly-branched cyclic-dextrin carbs are a soluble form of carbohydrate that’s perfect pre- and post-workout — powering your training and refuelling you after.1 Carbs also help to support the recovery of your muscles after exercise, making our 100% Cyclic-Dextrin Carbs a popular post-workout supplement.1"
100% Dextrose Glucose Carbs,£20.99,Intra Workout,https://www.myprotein.com/sports-nutrition/100-cyclic-dextrin-carbs/11281390.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11281390-6884889474518566.jpg,"Nutritional information may vary depending on flavour. Carbohydrates are a key source of energy for your body, making our 100% Cyclic-Dextrin Carbs ideal for keeping you topped up and ready to achieve your training goals. What are Cyclic-Dextrin Carbs?  Highly-branched cyclic-dextrin carbs are a soluble form of carbohydrate that’s perfect pre- and post-workout — powering your training and refuelling you after.1 Carbs also help to support the recovery of your muscles after exercise, making our 100% Cyclic-Dextrin Carbs a popular post-workout supplement.1"
BCAA Energy Drink (6 Pack),£22.99,Intra Workout,https://www.myprotein.com/sports-nutrition/essential-bcaa-4-1-1-powder/10830546.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10830546-4124663400886366.jpg,"Branched-chain amino acids naturally occur in protein, which helps to build and repair new muscle1 — getting you back to the gym session after session. We’ve created a formula with a ratio of 4:1:1 of leucine, isoleucine, and valine — important for all fitness goals."
Protein Gummies,£19.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/protein-gummies/13791316.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13791316-1024998043501863.jpg,"If you are looking for a tasty way to stay topped on your protein levels then our deliciously creamy Protein Gummies are a super convenient and great-tasting casual snacking option to help fuel your body. Our smooth fruity Protein Gummies have 10g of high-quality whey protein per eight gummy serving, to help with the maintenance and growth of muscle mass. 1 Available in a super creamy Peach flavour, you can enjoy these gummies wherever you are, on the go!"
Impact Weight Gainer,£44.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/protein-gummies/13791316.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13791316-1024998043501863.jpg,"If you are looking for a tasty way to stay topped on your protein levels then our deliciously creamy Protein Gummies are a super convenient and great-tasting casual snacking option to help fuel your body. Our smooth fruity Protein Gummies have 10g of high-quality whey protein per eight gummy serving, to help with the maintenance and growth of muscle mass. 1 Available in a super creamy Peach flavour, you can enjoy these gummies wherever you are, on the go!"
Advanced Weight Gainer,£76.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/impact-weight-gainer/10529988.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529988-1034951863070437.jpg,"Nutritional information may vary depending on flavour. What is a weight gainer? If you’re looking to gain weight, build strength, or increase size then you’re going to have to consume more calories than you burn throughout the day — known as a calorie surplus. And, although that sounds really simple, eating the wrong types of foods can lead to an increase in body fat, which isn’t ideal. To gain muscle you must combine a calorie surplus, with high-quality protein sources — which contribute to the growth and maintenance of muscle mass1 — and a well thought-out strength training plan. We know that getting your nutrition right, when leading an active lifestyle, can be difficult — and that’s where we come in. Our weight-gainer supplements combine high-quality ingredients with ultimate convenience, delivering the fuel you need, wherever you are. What is Impact Weight Gainer? This beast of a supplement boasts 31g of protein, a staggering 50g of carbs, and a massive total of 388 calories per serving, setting you up to achieve those all-important gains1 — all while boosting your recovery2 after those high-intensity workouts. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Protein Gummies (Sample),£7.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/impact-weight-gainer/10529988.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529988-1034951863070437.jpg,"Nutritional information may vary depending on flavour. What is a weight gainer? If you’re looking to gain weight, build strength, or increase size then you’re going to have to consume more calories than you burn throughout the day — known as a calorie surplus. And, although that sounds really simple, eating the wrong types of foods can lead to an increase in body fat, which isn’t ideal. To gain muscle you must combine a calorie surplus, with high-quality protein sources — which contribute to the growth and maintenance of muscle mass1 — and a well thought-out strength training plan. We know that getting your nutrition right, when leading an active lifestyle, can be difficult — and that’s where we come in. Our weight-gainer supplements combine high-quality ingredients with ultimate convenience, delivering the fuel you need, wherever you are. What is Impact Weight Gainer? This beast of a supplement boasts 31g of protein, a staggering 50g of carbs, and a massive total of 388 calories per serving, setting you up to achieve those all-important gains1 — all while boosting your recovery2 after those high-intensity workouts. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
All-In-One Perform Blend,£14.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/advanced-weight-gainer/10615587.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10615587-1604913048828742.jpg,"Nutritional information may vary depending on flavour. What is the Advanced Weight Gainer? Our Advanced Weight Gainer has been created specifically to support your bulk-up ambitions, with a huge 35g of protein per serving — perfect for building and maintaining muscle.1 The Advanced Weight Gainer also boasts a staggering 62g of carbs in every serving, giving you an excellent source of energy for your training, as well as supporting your post-workout recovery.2 This all-in-one protein shake features additional ingredients to help fuel your training — including vitamins, minerals, and amino acids. Our Advanced Weight Gainer also contains creatine monohydrate, which is proven to increased physical performance,3 so that you can push for progress in each and every session."
All-Natural Peanut Butter,£29.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/advanced-weight-gainer/10615587.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10615587-1604913048828742.jpg,"Nutritional information may vary depending on flavour. What is the Advanced Weight Gainer? Our Advanced Weight Gainer has been created specifically to support your bulk-up ambitions, with a huge 35g of protein per serving — perfect for building and maintaining muscle.1 The Advanced Weight Gainer also boasts a staggering 62g of carbs in every serving, giving you an excellent source of energy for your training, as well as supporting your post-workout recovery.2 This all-in-one protein shake features additional ingredients to help fuel your training — including vitamins, minerals, and amino acids. Our Advanced Weight Gainer also contains creatine monohydrate, which is proven to increased physical performance,3 so that you can push for progress in each and every session."
Creatine Monohydrate Tablets,£15.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/protein-gummies-sample/13791314.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13791314-1334998257778903.jpg,"If you are looking for a tasty way to stay topped on your protein levels then our deliciously creamy Protein Gummies are a super convenient and great-tasting casual snacking option to help fuel your body. Our smooth fruity Protein Gummies have 10g of high-quality whey protein per eight gummy serving, to help with the maintenance and growth of muscle mass. 1 Available in a super creamy Peach flavour, you can enjoy these gummies wherever you are, on the go!"
Protein Cookie,£18.49,Weight Gainers,https://www.myprotein.com/sports-nutrition/protein-gummies-sample/13791314.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13791314-1334998257778903.jpg,"If you are looking for a tasty way to stay topped on your protein levels then our deliciously creamy Protein Gummies are a super convenient and great-tasting casual snacking option to help fuel your body. Our smooth fruity Protein Gummies have 10g of high-quality whey protein per eight gummy serving, to help with the maintenance and growth of muscle mass. 1 Available in a super creamy Peach flavour, you can enjoy these gummies wherever you are, on the go!"
Creapure® Micronised Creatine Capsules,£3.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/all-in-one-perform-blend/10530268.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530268-4094889443727382.jpg,"Nutritional information may vary depending on flavour. Created for the dedicated, this formula combines whey concentrate and isolate with carbs, creatine, and HMB for an all-in-one shake designed to push your performance1 — helping you to grow and maintain all-important muscle,2 and refuel after every session.3"
Creatine Gummies,£20.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/all-in-one-perform-blend/10530268.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530268-4094889443727382.jpg,"Nutritional information may vary depending on flavour. Created for the dedicated, this formula combines whey concentrate and isolate with carbs, creatine, and HMB for an all-in-one shake designed to push your performance1 — helping you to grow and maintain all-important muscle,2 and refuel after every session.3"
Vegan Baked Cookie,£16.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Impact Protein Bar,£24.99,Weight Gainers,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Vegan Protein Blend,£9.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/vegan-protein-blend/11776868.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11776868-2774835585006253.jpg,"Vegan Protein Powder is our newly reformulated plant-based protein. We’ve improved the taste and texture, but don’t worry — it’s still packed with the amazing nutritionals you loved before. Completely free from artificial colours and flavours, our all-natural Vegan Protein Powder is a blend of pea and fava bean protein isolates, to enhance your plant-powdered diet. Oh, and it’s low in sugar and delicious too. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Soy Protein Isolate,£13.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/vegan-protein-blend/11776868.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11776868-2774835585006253.jpg,"Vegan Protein Powder is our newly reformulated plant-based protein. We’ve improved the taste and texture, but don’t worry — it’s still packed with the amazing nutritionals you loved before. Completely free from artificial colours and flavours, our all-natural Vegan Protein Powder is a blend of pea and fava bean protein isolates, to enhance your plant-powdered diet. Oh, and it’s low in sugar and delicious too. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Pea Protein Isolate,£13.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/soy-protein-isolate/10529701.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529701-1475045150428389.jpg,"Nutritional information may vary depending on flavour. What is Soy Protein Isolate? Soy Protein Isolate is a great choice for vegetarians, vegans, and anyone wanting to reduce the amount of dairy products in their diet. It delivers an impressive 27g of protein per serving,* with a 90% protein content* — ideal when on a plant-based diet. Discover more from our Myvegan range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Clear Vegan Protein,£24.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/soy-protein-isolate/10529701.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529701-1475045150428389.jpg,"Nutritional information may vary depending on flavour. What is Soy Protein Isolate? Soy Protein Isolate is a great choice for vegetarians, vegans, and anyone wanting to reduce the amount of dairy products in their diet. It delivers an impressive 27g of protein per serving,* with a 90% protein content* — ideal when on a plant-based diet. Discover more from our Myvegan range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Vegan Protein Pancake Mix,£9.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/pea-protein-isolate/10530136.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530136-1624839379406715.jpg,"Nutritional information may vary depending on flavour. Completely free from soy and dairy, our all-natural Pea Protein Isolate is packed with 23g protein per serving, perfect for those training on a plant-based diet. What is Pea Protein Isolate? It’s a protein powder sourced from 100% pea protein isolate — with nothing added or taken way. And, as isolate proteins are highly-refined, there’s more protein and less carbs and fat in every scoop — perfect whatever your goals. What does pea protein do? Our Pea Protein Isolate is an excellent source of plant-based protein, that’s scientifically proven to support the growth and maintenance of muscle mass.1 Discover more from our Myvegan range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Clear Vegan Protein Plus - Digestion,£29.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/pea-protein-isolate/10530136.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530136-1624839379406715.jpg,"Nutritional information may vary depending on flavour. Completely free from soy and dairy, our all-natural Pea Protein Isolate is packed with 23g protein per serving, perfect for those training on a plant-based diet. What is Pea Protein Isolate? It’s a protein powder sourced from 100% pea protein isolate — with nothing added or taken way. And, as isolate proteins are highly-refined, there’s more protein and less carbs and fat in every scoop — perfect whatever your goals. What does pea protein do? Our Pea Protein Isolate is an excellent source of plant-based protein, that’s scientifically proven to support the growth and maintenance of muscle mass.1 Discover more from our Myvegan range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Green Superfood Blend,£23.39,Vegan Protein,https://www.myprotein.com/sports-nutrition/clear-vegan-protein/12360400.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12360403-2104793048574246.png,"Clear Vegan Protein is our game-changing vegan protein shake. We’ve harnessed the power of high-quality pea protein isolate, infused with real fruit and added B vitamins, to create a light, tasty, fruity alternative to traditional protein shakes. And, it tastes great too, with seven delicious flavours – Lemon and Lime, Pineapple and Grapefruit, Apple & Elderflower, Strawberry, Blackcurrant, Raspberry Mojito, and Watermelon. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Clear Vegan Protein Water,£24.99,Vegan Protein,https://www.myprotein.com/sports-nutrition/clear-vegan-protein/12360400.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/12360403-2104793048574246.png,"Clear Vegan Protein is our game-changing vegan protein shake. We’ve harnessed the power of high-quality pea protein isolate, infused with real fruit and added B vitamins, to create a light, tasty, fruity alternative to traditional protein shakes. And, it tastes great too, with seven delicious flavours – Lemon and Lime, Pineapple and Grapefruit, Apple & Elderflower, Strawberry, Blackcurrant, Raspberry Mojito, and Watermelon. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
